Servo1,Servo2,Servo3,Servo4
122.0,130.0,103.0,40.0
122.0,130.0,103.0,40.0
122.0,164.0,100.0,40.0
122.0,164.0,100.0,90.0
122.0,164.0,100.0,90.0
122.0,135.0,90.0,90.0
0.0,135.0,90.0,95.0
0.0,135.0,90.0,95.0
0.0,135.0,25.0,95.0
0.0,135.0,25.0,95.0
0.0,135.0,25.0,40.0
0.0,115.0,25.0,40.0

