Servo1,Servo2,Servo3,Servo4
60.0,120.0,70.0,40.0
60.0,120.0,90.0,40.0
60.0,165.0,97.0,40.0
60.0,165.0,97.0,90.0
60.0,140.0,97.0,90.0
150.0,140.0,106.0,90.0
150.0,140.0,106.0,90.0
150.0,140.0,42.0,90.0
150.0,140.0,42.0,90.0
150.0,140.0,42.0,90.0
150.0,140.0,42.0,50.0
150.0,120.0,42.0,50.0
