Servo1,Servo2,Servo3,Servo4
60.0,120.0,70.0,40.0
60.0,120.0,90.0,40.0
60.0,165.0,97.0,40.0
60.0,165.0,97.0,90.0
60.0,140.0,97.0,90.0
30.0,110.0,40.0,95.0
30.0,110.0,40.0,95.0
30.0,110.0,40.0,95.0
30.0,138.0,40.0,95.0
30.0,138.0,40.0,95.0
30.0,138.0,40.0,95.0
30.0,138.0,40.0,95.0
30.0,138.0,40.0,40.0
30.0,138.0,40.0,40.0
30.0,138.0,40.0,40.0
30.0,138.0,40.0,40.0
30.0,120.0,40.0,40.0
