Servo1,Servo2,Servo3,Servo4
122.0,130.0,103.0,40.0
122.0,130.0,103.0,40.0
122.0,164.0,100.0,40.0
122.0,164.0,100.0,90.0
122.0,164.0,100.0,90.0
122.0,140.0,90.0,90.0
150.0,140.0,90.0,90.0
150.0,140.0,90.0,90.0
150.0,140.0,42.0,90.0
150.0,140.0,42.0,90.0
150.0,140.0,42.0,90.0
150.0,140.0,42.0,50.0
150.0,120.0,42.0,50.0
