Servo1,Servo2,Servo3,Servo4
77.0,120.0,90.0,50.0
77.0,120.0,90.0,50.0
77.0,120.0,90.0,50.0
77.0,168.0,106.0,50.0
77.0,168.0,106.0,50.0
77.0,168.0,106.0,50.0
77.0,168.0,106.0,90.0
77.0,168.0,106.0,90.0
77.0,168.0,106.0,90.0
77.0,140.0,106.0,90.0
77.0,140.0,106.0,90.0
0.0,135.0,90.0,95.0
0.0,135.0,90.0,95.0
0.0,135.0,25.0,95.0
0.0,135.0,25.0,95.0
0.0,135.0,25.0,40.0
0.0,115.0,25.0,40.0
