Servo1,Servo2,Servo3,Servo4
60.0,120.0,70.0,40.0
60.0,120.0,90.0,40.0
60.0,165.0,97.0,40.0
60.0,165.0,97.0,90.0
60.0,140.0,97.0,90.0
0.0,135.0,90.0,95.0
0.0,135.0,90.0,95.0
0.0,135.0,25.0,95.0
0.0,135.0,25.0,95.0
0.0,135.0,25.0,40.0
0.0,115.0,25.0,40.0
