Servo1,Servo2,Servo3,Servo4
91.0,120.0,120.0,50.0
91.0,168.0,108.0,50.0
91.0,168.0,108.0,50.0
91.0,168.0,108.0,90.0
91.0,120.0,110.0,90.0
0.0,135.0,90.0,95.0
0.0,135.0,90.0,95.0
0.0,135.0,25.0,95.0
0.0,135.0,25.0,95.0
0.0,135.0,25.0,40.0
0.0,115.0,25.0,40.0
